31121919	31121930
31126642	31126673
31134102	31134194
31146291	31146414
31147275	31147518
31169443	31169601
31172348	31172413
31173539	31173604
31177932	31177970
31178669	31178805
31180370	31180481
31182738	31182904
31203961	31204118
31206582	31206667
31209498	31209699
31223047	31223121
31260955	31261016
31323598	31323658
31348556	31348634
31444481	31444627
31478106	31478374
31478983	31479103
31496788	31496944
31507281	31507453
31627673	31627862
31657990	31658144
31679375	31679586
31729631	31729748
31773960	31774192
31819975	31820083
31836718	31836819
31875188	31875373
31929596	31929745
31932080	31932227
31968339	31968514
32216916	32217063
32287529	32287701
32310082	32310276
32342100	32342282
32343134	32343286
32345943	32346080
32348406	32348528
32362788	32362958
32364582	32364710
32365020	32365199
32380510	32380680
32386310	32386465
32389501	32389674
32390071	32390181
32411752	32411913
32438241	32438390
32441180	32441314
32448456	32448638
32454662	32454832
32463439	32463594
32464586	32464699
32468498	32468710
32472164	32472309
32484919	32485099
32491277	32491518
32501755	32501842
32518008	32518131
32545159	32545334
32565702	32565881
32573530	32573637
32573745	32573846
32595757	32595876
32614303	32614453
32644132	32644313
32644964	32645152
32697870	32697998
32699112	32699293
32809493	32809611
32816468	32816640
32823295	32823387
32844783	32844860
32849728	32849820
33020139	33020200
33211282	33211312
